station_id,uuid,operator_id,operator_name,usage_type_id,usage_type,status_type_id,status,station_name,address_line1,town,state,postcode,country_id,latitude,longitude,number_of_points,date_last_verified,date_created,etl_staged_at
472327,3F47F418-1D6E-4CC8-8C15-58132D0BF089,3817,JIO BP Pulse (India),4,Public - Membership Required,50,Operational,Rest Area Jio BP  RHS,Delhi - Vadodara Expressway,Bonli,Rajasthan,,106,26.378544178688983,76.25327630896135,1,2026-01-03T11:38:00Z,2025-12-31T11:34:00Z,2026-02-09T16:28:39.351853
472326,9BEACC9E-FA6B-4F2C-BCF0-DD7B8195B2A3,3828,Xobolt (IN),1,Public,50,Operational,Lakshya Water Park,Baran Rd,Kota District,Rajasthan,325208,106,25.162225667133868,76.1663600759789,1,2026-01-03T11:33:00Z,2025-12-31T11:32:00Z,2026-02-09T16:28:39.351873
471993,D3A3CF92-6EB7-4ED1-A57D-FDE2C79FB66D,3818,Chargezone (India),4,Public - Membership Required,50,Operational, Chargezone Hotel Rangoli,Nh 48,Navsari,GJ,,106,21.038975778372475,72.9752654100723,1,2026-01-20T02:41:00Z,2025-12-26T15:44:00Z,2026-02-09T16:28:39.351893
471992,097A7319-E5FC-4D49-A822-E40637EC8C54,3817,JIO BP Pulse (India),4,Public - Membership Required,50,Operational,DME Bonli Jio BP LHS,DME LHS,Bonli,RJ,,106,26.377358016679594,76.25375666945047,1,2025-12-29T15:49:00Z,2025-12-26T15:34:00Z,2026-02-09T16:28:39.351919
471991,035472EF-C249-4467-AF2A-B620F904F47A,3829,Volttic (IN),1,Public,50,Operational,DME Garoth Rest Area RHS,DME RHS,Garoth,MP,,106,24.345261626028034,75.67832329584303,1,2025-12-29T15:54:00Z,2025-12-26T15:26:00Z,2026-02-09T16:28:39.351939
471989,8DD320AB-A518-4828-A23D-B4F3CDC29799,3829,Volttic (IN),1,Public,50,Operational,Volttic Delhi Mumbai Expressway LHS Garoth,DME Garoth,Garoth,MP,,106,24.346875612361345,75.68155965704818,1,2025-12-29T15:59:00Z,2025-12-26T14:58:00Z,2026-02-09T16:28:39.351958
471855,1E3BD0EE-0EB0-4545-A59C-2BE3B2ACA9E7,3818,Chargezone (India),4,Public - Membership Required,50,Operational,K2 Highway Treat & Resort,NH-46,Guna,,,106,24.684684684684683,77.3373714921519,2,2025-12-28T04:06:00Z,2025-12-25T04:03:00Z,2026-02-09T16:28:39.351978
471854,B6C516EF-B4C7-42D6-B4B8-666FAA37AF35,3818,Chargezone (India),4,Public - Membership Required,50,Operational,Green Mountain Resort,NH-46,Guna,Madhya Pradesh,473110,106,24.54054054054054,77.20867783566665,2,2025-12-28T03:46:00Z,2025-12-25T03:42:00Z,2026-02-09T16:28:39.352002
471853,BEDA097D-1C91-4656-B543-088C0BB5860E,3818,Chargezone (India),4,Public - Membership Required,50,Operational,Hotel Shivani,NH-46 Agra Mumbai Road,Biora,Madhya Pradesh,,106,23.96396396396412,76.93830402560593,2,2025-12-28T02:30:00Z,2025-12-25T02:27:00Z,2026-02-09T16:28:39.352022
471003,DE88B5A9-BCA4-4C96-86F0-6E7B19129E75,1,(Unknown Operator),5,Public - Pay At Location,50,Operational,160kW GREEN ENERGY EV CHARGING STATION,Alappuzha - Changanassery Highway,Changanassery,Kerala,686102,106,9.437442172035318,76.54200920369158,1,2025-12-27T12:28:00Z,2025-12-15T05:56:00Z,2026-02-09T16:28:39.352042
470897,7A07F103-F9E6-4887-8CF6-0DF73494ED3F,3779,Statiq (IN),4,Public - Membership Required,50,Operational,RK Mess & Restaurant,Kanyakumari - Varanasi Higway,Manmangalam,Tamil Nadu,639006,106,11.044939,78.055861,1,2025-12-15T13:02:00Z,2025-12-12T12:59:00Z,2026-02-09T16:28:39.352061
470760,6C9E925A-16D0-4F05-A3E9-39B113564369,3929,Hydra Charging (IN),4,Public - Membership Required,50,Operational,Aravai Aanandas,Kanyakumari - Varanasi Highway,Karur,Tamil Nadu,639201,106,10.777439,77.920825,1,2025-12-12T17:40:00Z,2025-12-09T17:37:00Z,2026-02-09T16:28:39.352082
470710,B34C6548-01C8-49AC-AF73-E74D5CC0D45B,3777,Relux Electric (India),4,Public - Membership Required,50,Operational,VSB Auto Care,Coimbatore - Trichy Road,Karur,Tamil Nadu,639008,106,10.964214297245903,78.04655560696892,1,2025-12-11T05:47:00Z,2025-12-08T05:44:00Z,2026-02-09T16:28:39.352102
470709,934FAAAB-5916-46B5-A6F2-665BB12A5B42,3539,Zeon Charging,4,Public - Membership Required,50,Operational,AKR Textiles,NH81,Karur,Tamil Nadu,639008,106,10.963961710013322,78.0480420514914,1,2025-12-11T05:42:00Z,2025-12-08T05:38:00Z,2026-02-09T16:28:39.352127
469744,D3B59181-3553-4BA8-90EC-8B2266512433,3829,Volttic (IN),1,Public,50,Operational,Volttic LHS DME,Rajpura,Rajpura,Rajasthan,,106,27.287131064283074,76.77469481284459,2,2025-11-24T16:09:00Z,2025-11-21T16:04:00Z,2026-02-09T16:28:39.352148
469742,2CDB8B92-78BE-4714-A4FC-4B16D14B1BB7,3817,JIO BP Pulse (India),4,Public - Membership Required,50,Operational,Avantika Resort EV Cosmos,Dahod,Dahod,Gujarat,,106,22.810459615604046,74.30068522366184,2,2025-11-24T16:04:00Z,2025-11-21T15:59:00Z,2026-02-09T16:28:39.352169
469522,5F80D688-8786-460C-8F4B-9CC7BA7E1D15,3817,JIO BP Pulse (India),1,Public,50,Operational,Regenta Fairlark,Bhayli Road,Vadodara,Gujarat,,106,22.287645146764476,73.13222578916577,2,2025-11-21T12:39:00Z,2025-11-18T12:36:00Z,2026-02-09T16:28:39.352190
469517,A8EF743C-E343-4A2A-A286-424F5C33102D,3821,EESL (IN),1,Public,50,Operational,EESL - Devinder Collections,"EESL Charging Station Outside Devinder Collections,",New Delhi``,New Dehi,110001,106,28.633242086746723,77.22494621242714,1,2025-11-21T09:44:00Z,2025-11-18T09:42:00Z,2026-02-09T16:28:39.352210
